id,producto,cantidad,precio,fecha
4351,Monitor,12,246.16,2023-03-03
4352,Impresora,2,226.68,2023-09-24
4353,Impresora,14,137.32,2023-05-21
4354,Mouse,7,13.29,2023-02-09
4355,Mouse,18,29.4,2023-06-21
4356,Laptop,18,763.87,2023-05-20
4357,Tablet,2,244.72,2023-07-06
4358,Teclado,17,41.12,2023-01-03
4359,Teclado,9,28.31,2023-06-20
4360,Tablet,20,314.32,2023-01-19
4361,Teléfono,3,651.71,2023-09-06
4362,Laptop,20,1330.73,2023-07-07
4363,Laptop,2,773.89,2023-03-04
4364,Laptop,3,1064.65,2023-09-12
4365,Mouse,9,25.52,2023-12-26
4366,Teclado,14,20.03,2023-04-18
4367,Impresora,9,106.79,2023-08-01
4368,Laptop,3,1474.04,2023-10-30
4369,Teclado,11,37.43,2023-11-20
4370,Mouse,14,10.23,2023-09-02
4371,Teclado,12,42.62,2023-06-24
4372,Laptop,15,1145.63,2023-10-18
4373,Teléfono,18,776.1,2023-12-09
4374,Monitor,11,223.76,2023-07-01
4375,Mouse,18,22.37,2023-03-23
4376,Mouse,3,13.33,2023-03-03
4377,Mouse,8,13.59,2023-06-25
4378,Tablet,2,358.68,2023-01-16
4379,Monitor,7,191.07,2023-04-08
4380,Laptop,7,1316.2,2023-12-02
4381,Tablet,5,166.75,2023-09-01
4382,Laptop,18,845.85,2023-04-01
4383,Teléfono,7,490.04,2023-01-21
4384,Teléfono,12,593.18,2023-12-20
4385,Teclado,1,32.49,2023-04-24
4386,Mouse,18,28.98,2023-10-02
4387,Monitor,7,328.92,2023-01-06
4388,Teléfono,3,680.43,2023-10-15
4389,Tablet,12,430.21,2023-05-11
4390,Tablet,19,386.1,2023-04-24
4391,Impresora,15,93.28,2023-11-22
4392,Teclado,18,26.19,2023-03-09
4393,Laptop,11,1448.71,2023-12-25
4394,Laptop,5,709.91,2023-05-07
4395,Laptop,14,1492.85,2023-04-27
4396,Teclado,11,22.31,2023-08-26
4397,Laptop,1,1269.84,2023-01-18
4398,Monitor,20,266.86,2023-03-10
4399,Teclado,10,36.07,2023-08-15
4400,Teléfono,20,702.01,2023-01-22
4401,Laptop,13,1097.56,2023-03-07
4402,Teléfono,1,234.89,2023-01-13
4403,Monitor,6,159.43,2023-03-26
4404,Teclado,15,22.23,2023-01-29
4405,Tablet,10,348.6,2023-06-19
4406,Impresora,4,239.06,2023-10-15
4407,Impresora,18,220.53,2023-10-24
4408,Tablet,13,168.45,2023-05-23
4409,Teclado,4,32.9,2023-03-23
4410,Tablet,3,337.15,2023-10-23
4411,Teléfono,15,628.27,2023-11-29
4412,Tablet,6,377.44,2023-10-07
4413,Mouse,12,10.99,2023-09-27
4414,Laptop,16,1306.94,2023-07-06
4415,Tablet,3,280.43,2023-08-18
4416,Monitor,19,146.16,2023-05-31
4417,Teclado,8,34.05,2023-02-04
4418,Tablet,13,273.02,2023-07-02
4419,Teléfono,7,367.34,2023-09-14
4420,Monitor,13,138.83,2023-08-14
4421,Teclado,6,17.73,2023-04-21
4422,Impresora,19,108.26,2023-09-02
4423,Impresora,20,176.43,2023-03-22
4424,Teclado,9,43.93,2023-02-03
4425,Teclado,2,25.48,2023-05-07
4426,Impresora,1,241.22,2023-05-09
4427,Laptop,5,792.83,2023-01-21
4428,Teléfono,17,379.99,2023-05-10
4429,Monitor,5,255.36,2023-11-09
4430,Teclado,4,16.27,2023-06-02
4431,Mouse,9,21.17,2023-03-16
4432,Mouse,7,13.18,2023-07-02
4433,Tablet,16,170.9,2023-01-26
4434,Mouse,2,17.08,2023-05-27
4435,Teclado,19,28.68,2023-05-02
4436,Mouse,10,26.06,2023-07-11
4437,Teléfono,4,507.65,2023-11-09
4438,Teléfono,3,633.65,2023-04-20
4439,Impresora,2,135.52,2023-01-06
4440,Impresora,15,184.55,2023-01-15
4441,Teléfono,18,649.31,2023-01-17
4442,Mouse,15,10.29,2023-04-19
4443,Impresora,4,90.56,2023-10-29
4444,Tablet,18,202.53,2023-07-04
4445,Impresora,10,237.6,2023-11-20
4446,Laptop,4,1208.19,2023-07-11
4447,Mouse,14,29.48,2023-06-07
4448,Monitor,2,114.68,2023-01-25
4449,Monitor,19,301.05,2023-12-01
4450,Mouse,8,24.19,2023-02-27
4451,Mouse,11,20.11,2023-01-09
4452,Mouse,13,22.0,2023-03-15
4453,Tablet,5,236.1,2023-02-03
4454,Impresora,5,169.93,2023-03-07
4455,Teléfono,13,764.59,2023-07-07
4456,Teléfono,19,298.31,2023-10-09
4457,Monitor,4,303.0,2023-07-04
4458,Teclado,16,44.3,2023-07-06
4459,Tablet,18,247.37,2023-07-15
4460,Mouse,14,16.94,2023-09-29
4461,Tablet,13,351.48,2023-07-29
4462,Teclado,12,32.2,2023-06-03
4463,Impresora,1,89.02,2023-11-19
4464,Monitor,10,285.69,2023-11-17
4465,Teclado,5,30.75,2023-09-03
4466,Teclado,17,31.33,2023-05-24
4467,Teclado,4,44.4,2023-12-18
4468,Mouse,6,11.8,2023-07-11
4469,Monitor,1,275.47,2023-09-11
4470,Teléfono,11,590.12,2023-04-07
4471,Impresora,3,90.93,2023-11-29
4472,Impresora,18,208.43,2023-05-10
4473,Monitor,9,309.72,2023-06-14
4474,Tablet,13,227.44,2023-11-25
4475,Teléfono,19,543.08,2023-05-09
4476,Impresora,16,211.34,2023-12-08
4477,Teléfono,5,695.53,2023-09-03
4478,Mouse,14,10.6,2023-07-08
4479,Teclado,3,33.67,2023-03-30
4480,Mouse,12,14.49,2023-04-18
4481,Tablet,7,460.44,2023-06-06
4482,Tablet,18,287.84,2023-12-11
4483,Tablet,11,243.68,2023-12-13
4484,Laptop,8,1149.56,2023-04-25
4485,Tablet,3,386.56,2023-05-11
4486,Laptop,14,1051.58,2023-11-08
4487,Teclado,2,17.82,2023-07-20
4488,Tablet,7,244.8,2023-11-08
4489,Tablet,3,281.93,2023-11-17
4490,Laptop,17,1292.56,2023-10-22
4491,Laptop,8,1134.96,2023-12-17
4492,Laptop,6,740.77,2023-05-25
4493,Laptop,8,1143.69,2023-05-30
4494,Mouse,12,23.85,2023-07-27
4495,Tablet,18,497.4,2023-10-14
4496,Mouse,13,26.33,2023-05-17
4497,Teléfono,3,401.72,2023-09-24
4498,Tablet,19,463.43,2023-11-01
4499,Monitor,10,140.85,2023-09-26
4500,Teléfono,6,693.08,2023-12-23
4501,Laptop,3,1486.66,2023-06-10
4502,Monitor,13,178.33,2023-02-03
4503,Teléfono,1,489.21,2023-11-06
4504,Impresora,19,89.66,2023-09-21
4505,Impresora,20,105.58,2023-06-27
4506,Tablet,4,236.12,2023-06-02
4507,Monitor,7,242.14,2023-09-02
4508,Teléfono,3,394.44,2023-12-19
4509,Impresora,11,187.75,2023-09-17
4510,Tablet,6,223.55,2023-04-11
4511,Mouse,17,17.21,2023-08-05
4512,Impresora,7,106.43,2023-01-08
4513,Teclado,12,18.99,2023-08-02
4514,Teclado,4,36.19,2023-12-01
4515,Tablet,7,431.77,2023-03-28
4516,Laptop,10,1375.71,2023-05-30
4517,Mouse,14,16.7,2023-01-20
4518,Monitor,12,247.19,2023-06-06
4519,Mouse,3,21.15,2023-09-13
4520,Impresora,15,206.78,2023-04-24
4521,Laptop,4,1064.58,2023-12-23
4522,Impresora,14,215.3,2023-09-11
4523,Impresora,2,106.1,2023-03-03
4524,Tablet,7,370.52,2023-05-17
4525,Teclado,15,37.74,2023-06-25
4526,Teléfono,15,529.7,2023-06-29
4527,Tablet,17,222.73,2023-04-24
4528,Teléfono,15,631.39,2023-07-08
4529,Teclado,11,48.08,2023-06-23
4530,Mouse,3,24.33,2023-12-11
4531,Laptop,10,1263.78,2023-10-12
4532,Tablet,13,196.26,2023-09-10
4533,Teléfono,9,250.53,2023-03-11
4534,Laptop,13,1270.6,2023-08-02
4535,Laptop,20,867.93,2023-10-12
4536,Impresora,15,194.76,2023-08-07
4537,Teléfono,14,273.69,2023-05-29
4538,Impresora,20,157.59,2023-10-26
4539,Laptop,12,1121.07,2023-10-25
4540,Laptop,16,1324.47,2023-11-08
4541,Teléfono,19,648.41,2023-10-07
4542,Laptop,9,1027.84,2023-11-24
4543,Mouse,15,21.56,2023-07-27
4544,Mouse,1,12.57,2023-07-29
4545,Laptop,11,995.87,2023-01-07
4546,Impresora,16,239.31,2023-10-01
4547,Monitor,20,300.46,2023-11-02
4548,Teclado,19,38.23,2023-04-05
4549,Monitor,1,348.14,2023-03-20
4550,Monitor,20,182.54,2023-09-25
4551,Monitor,5,355.12,2023-08-04
4552,Monitor,13,309.52,2023-07-20
4553,Monitor,6,102.97,2023-05-31
4554,Teléfono,13,217.34,2023-02-20
4555,Monitor,3,219.91,2023-05-05
4556,Monitor,10,181.78,2023-11-18
4557,Teléfono,17,722.96,2023-05-24
4558,Teléfono,20,687.29,2023-07-29
4559,Impresora,11,119.48,2023-08-20
4560,Impresora,19,231.16,2023-10-09
4561,Mouse,5,27.36,2023-01-05
4562,Teclado,17,29.02,2023-02-27
4563,Tablet,17,277.54,2023-09-17
4564,Laptop,12,978.92,2023-03-06
4565,Teléfono,12,456.84,2023-10-17
4566,Teclado,20,30.72,2023-08-13
4567,Tablet,4,480.2,2023-06-02
4568,Teclado,18,32.22,2023-10-08
4569,Monitor,19,153.06,2023-06-14
4570,Monitor,1,161.03,2023-12-05
4571,Laptop,3,819.9,2023-02-12
4572,Monitor,5,172.46,2023-01-02
4573,Impresora,7,212.23,2023-08-22
4574,Teléfono,16,622.07,2023-09-21
4575,Teclado,15,20.2,2023-06-02
4576,Teclado,9,32.09,2023-09-26
4577,Teléfono,6,644.69,2023-07-18
4578,Mouse,10,19.3,2023-06-16
4579,Teclado,18,46.1,2023-11-06
4580,Mouse,14,14.78,2023-04-10
4581,Laptop,15,1165.57,2023-10-25
4582,Laptop,16,895.82,2023-07-05
4583,Impresora,16,228.13,2023-07-31
4584,Monitor,1,184.97,2023-09-30
4585,Teléfono,8,427.18,2023-08-22
4586,Tablet,8,354.29,2023-04-01
4587,Teléfono,1,315.17,2023-02-09
4588,Teléfono,4,756.87,2023-03-22
4589,Laptop,18,1296.46,2023-10-02
4590,Monitor,4,344.74,2023-09-10
4591,Laptop,15,1301.13,2023-09-18
4592,Teléfono,9,674.07,2023-01-27
4593,Teclado,1,38.85,2023-11-19
4594,Monitor,11,115.29,2023-04-17
4595,Laptop,5,702.07,2023-10-27
4596,Laptop,18,1486.64,2023-02-19
4597,Monitor,19,247.95,2023-01-15
4598,Teléfono,5,259.51,2023-06-21
4599,Mouse,2,26.91,2023-06-02
4600,Impresora,1,212.46,2023-12-16
4601,Impresora,3,108.59,2023-09-03
4602,Mouse,18,22.28,2023-02-15
4603,Monitor,11,163.47,2023-01-30
4604,Teléfono,4,713.89,2023-04-21
4605,Teléfono,19,694.66,2023-04-03
4606,Mouse,17,25.66,2023-09-02
4607,Monitor,4,244.46,2023-12-26
4608,Tablet,13,383.58,2023-03-24
4609,Monitor,4,397.36,2023-05-10
4610,Tablet,3,243.65,2023-07-02
4611,Mouse,12,10.82,2023-05-30
4612,Tablet,14,158.05,2023-01-25
4613,Impresora,12,98.0,2023-06-03
4614,Teléfono,5,224.08,2023-01-01
4615,Impresora,6,111.97,2023-06-08
4616,Mouse,8,10.96,2023-11-08
4617,Mouse,12,11.88,2023-12-03
4618,Teclado,9,43.54,2023-09-12
4619,Monitor,20,138.97,2023-08-06
4620,Monitor,13,270.51,2023-02-07
4621,Teléfono,6,494.45,2023-01-13
4622,Laptop,3,1064.61,2023-01-30
4623,Tablet,13,259.5,2023-11-28
4624,Monitor,20,300.5,2023-09-18
4625,Monitor,14,291.92,2023-10-30
4626,Mouse,13,16.67,2023-06-18
4627,Teléfono,9,458.45,2023-04-02
4628,Teléfono,19,368.93,2023-02-27
4629,Laptop,14,788.89,2023-04-03
4630,Teclado,12,29.82,2023-10-07
4631,Mouse,1,29.85,2023-04-04
4632,Monitor,20,102.41,2023-07-25
4633,Teclado,6,34.25,2023-06-03
4634,Mouse,10,26.53,2023-11-20
4635,Impresora,13,191.09,2023-07-12
4636,Laptop,9,1418.1,2023-11-25
4637,Laptop,14,740.65,2023-04-02
4638,Impresora,11,227.83,2023-05-10
4639,Monitor,18,345.43,2023-02-08
4640,Monitor,11,128.59,2023-05-09
4641,Teclado,14,34.33,2023-01-19
4642,Teléfono,20,624.46,2023-07-14
4643,Laptop,9,911.46,2023-11-08
4644,Laptop,8,708.23,2023-10-21
4645,Impresora,14,109.28,2023-02-06
4646,Impresora,16,149.44,2023-11-20
4647,Tablet,11,492.76,2023-12-01
4648,Tablet,15,495.64,2023-12-03
4649,Tablet,4,289.65,2023-09-12
4650,Monitor,3,363.72,2023-05-16
4651,Impresora,1,113.39,2023-05-07
4652,Monitor,14,264.51,2023-06-17
4653,Impresora,12,244.7,2023-12-13
4654,Mouse,5,20.84,2023-07-11
4655,Tablet,10,152.65,2023-04-08
4656,Impresora,19,151.38,2023-09-09
4657,Monitor,7,255.94,2023-08-17
4658,Impresora,18,116.25,2023-03-08
4659,Laptop,18,1373.21,2023-06-05
4660,Impresora,9,113.75,2023-01-28
4661,Teclado,1,34.76,2023-11-26
4662,Monitor,7,125.5,2023-01-04
4663,Tablet,4,249.33,2023-06-02
4664,Teléfono,1,460.78,2023-10-16
4665,Tablet,13,190.47,2023-04-22
4666,Laptop,3,1084.38,2023-02-23
4667,Laptop,10,939.06,2023-05-30
4668,Teclado,7,29.65,2023-11-05
4669,Laptop,8,991.85,2023-11-02
4670,Impresora,12,214.7,2023-07-12
4671,Teclado,9,35.26,2023-05-14
4672,Teclado,14,22.01,2023-12-14
4673,Laptop,4,1440.27,2023-07-22
4674,Teclado,11,38.1,2023-10-19
4675,Monitor,2,139.0,2023-09-24
4676,Tablet,17,327.18,2023-03-23
4677,Teclado,1,15.65,2023-03-22
4678,Teléfono,19,205.52,2023-01-29
4679,Tablet,4,162.28,2023-04-23
4680,Impresora,13,157.84,2023-02-13
4681,Impresora,16,96.58,2023-06-18
4682,Mouse,20,21.99,2023-10-21
4683,Teléfono,12,390.29,2023-03-20
4684,Impresora,14,155.64,2023-05-27
4685,Teléfono,17,345.05,2023-09-26
4686,Teclado,6,42.62,2023-07-13
4687,Mouse,7,15.28,2023-04-25
4688,Mouse,14,19.09,2023-12-25
4689,Monitor,10,120.7,2023-05-29
4690,Laptop,19,1013.86,2023-01-26
4691,Impresora,10,82.25,2023-10-11
4692,Teléfono,3,406.46,2023-01-19
4693,Teclado,12,41.65,2023-12-25
4694,Laptop,20,715.04,2023-12-03
4695,Laptop,15,1170.99,2023-01-03
4696,Impresora,11,239.91,2023-03-07
4697,Teclado,3,17.31,2023-11-13
4698,Mouse,11,23.62,2023-02-16
4699,Impresora,18,232.25,2023-05-28
4700,Teclado,3,44.51,2023-10-07
4701,Impresora,11,155.85,2023-03-27
4702,Laptop,19,1258.16,2023-12-29
4703,Teclado,8,20.36,2023-08-18
4704,Laptop,2,983.7,2023-11-30
4705,Impresora,5,142.49,2023-01-29
4706,Mouse,13,28.0,2023-05-18
4707,Laptop,10,1171.72,2023-09-26
4708,Teclado,18,44.91,2023-04-18
4709,Impresora,7,87.28,2023-11-05
4710,Laptop,8,1138.33,2023-01-30
4711,Teléfono,9,547.47,2023-04-07
4712,Laptop,6,944.73,2023-04-27
4713,Mouse,8,13.21,2023-07-16
4714,Mouse,17,23.02,2023-11-19
4715,Monitor,6,314.7,2023-12-17
4716,Tablet,9,468.12,2023-06-18
4717,Tablet,11,331.85,2023-08-21
4718,Teléfono,11,261.25,2023-03-18
4719,Impresora,16,224.84,2023-01-23
4720,Laptop,9,882.89,2023-12-16
4721,Teclado,8,21.26,2023-09-20
4722,Laptop,7,1183.93,2023-07-11
4723,Teclado,17,17.27,2023-12-04
4724,Impresora,15,220.04,2023-04-30
4725,Teléfono,11,270.65,2023-03-27
4726,Laptop,15,717.39,2023-06-04
4727,Tablet,7,278.39,2023-08-08
4728,Impresora,19,98.69,2023-01-13
4729,Laptop,1,954.91,2023-09-22
4730,Impresora,20,162.43,2023-01-17
4731,Tablet,13,272.14,2023-03-10
4732,Teléfono,5,695.62,2023-01-14
4733,Laptop,5,1319.0,2023-08-27
4734,Teléfono,5,770.82,2023-06-18
4735,Tablet,17,336.38,2023-08-30
4736,Teclado,4,42.22,2023-07-10
4737,Monitor,3,148.13,2023-11-10
4738,Teléfono,2,394.28,2023-12-05
4739,Tablet,6,262.29,2023-07-19
4740,Teléfono,2,317.36,2023-09-15
4741,Teléfono,20,251.72,2023-09-01
4742,Laptop,17,1026.35,2023-10-16
4743,Teléfono,2,239.71,2023-01-01
4744,Tablet,15,172.46,2023-09-12
4745,Laptop,3,1421.04,2023-06-28
4746,Laptop,5,1137.9,2023-12-30
4747,Teclado,16,31.6,2023-11-27
4748,Laptop,18,1108.25,2023-06-22
4749,Tablet,3,318.05,2023-05-04
4750,Monitor,18,374.18,2023-01-21
4751,Monitor,17,253.86,2023-09-29
4752,Teclado,8,48.42,2023-04-06
4753,Monitor,13,201.04,2023-08-26
4754,Tablet,15,242.56,2023-12-24
4755,Impresora,13,148.81,2023-03-22
4756,Tablet,20,288.41,2023-09-30
4757,Impresora,6,230.19,2023-03-15
4758,Mouse,6,11.55,2023-09-30
4759,Mouse,11,22.52,2023-04-01
4760,Impresora,11,226.89,2023-10-19
4761,Tablet,1,426.57,2023-08-26
4762,Monitor,16,324.84,2023-05-12
4763,Teléfono,6,722.45,2023-02-06
4764,Laptop,18,1276.46,2023-03-31
4765,Tablet,12,494.03,2023-09-05
4766,Monitor,11,212.75,2023-10-09
4767,Tablet,6,486.77,2023-07-11
4768,Impresora,8,243.55,2023-07-06
4769,Teléfono,14,528.77,2023-05-29
4770,Monitor,6,293.29,2023-08-23
4771,Teclado,9,40.47,2023-08-15
4772,Monitor,13,163.41,2023-09-13
4773,Monitor,12,376.13,2023-05-01
4774,Mouse,7,20.71,2023-10-31
4775,Laptop,4,973.97,2023-12-18
4776,Laptop,17,1215.46,2023-06-04
4777,Teclado,17,24.98,2023-10-24
4778,Tablet,3,338.78,2023-08-16
4779,Tablet,7,216.57,2023-03-21
4780,Tablet,16,420.76,2023-05-18
4781,Impresora,13,113.18,2023-07-28
4782,Impresora,12,218.65,2023-04-09
4783,Mouse,10,21.72,2023-05-04
4784,Mouse,11,11.24,2023-08-28
4785,Tablet,12,329.7,2023-12-01
4786,Teclado,15,18.83,2023-01-13
4787,Monitor,15,213.18,2023-12-06
4788,Laptop,16,1346.88,2023-04-16
4789,Tablet,5,394.42,2023-01-06
4790,Teclado,12,15.59,2023-06-09
4791,Teléfono,14,703.94,2023-09-20
4792,Teléfono,4,227.3,2023-04-19
4793,Impresora,8,147.12,2023-01-18
4794,Laptop,20,1389.8,2023-03-11
4795,Mouse,18,27.1,2023-12-15
4796,Teclado,14,46.7,2023-01-07
4797,Monitor,3,135.13,2023-11-20
4798,Mouse,18,28.85,2023-04-22
4799,Mouse,3,24.09,2023-02-22
4800,Impresora,19,99.37,2023-01-06
4801,Laptop,12,948.82,2023-10-09
4802,Laptop,14,1282.65,2023-06-09
4803,Impresora,17,104.98,2023-03-23
4804,Monitor,14,153.89,2023-08-06
4805,Teléfono,10,566.98,2023-03-15
4806,Monitor,20,149.11,2023-08-01
4807,Teclado,19,44.05,2023-11-01
4808,Laptop,2,829.46,2023-12-14
4809,Mouse,18,10.21,2023-10-11
4810,Tablet,7,229.27,2023-04-08
4811,Monitor,19,221.22,2023-03-27
4812,Mouse,8,14.73,2023-05-10
4813,Impresora,11,169.71,2023-07-24
4814,Mouse,7,26.37,2023-04-28
4815,Impresora,14,198.01,2023-11-15
4816,Teléfono,19,562.4,2023-09-23
4817,Tablet,17,193.88,2023-05-07
4818,Tablet,5,432.06,2023-04-19
4819,Laptop,18,843.94,2023-02-15
4820,Tablet,11,484.01,2023-06-10
4821,Tablet,14,245.08,2023-01-25
4822,Monitor,15,219.06,2023-02-27
4823,Impresora,10,138.23,2023-05-16
4824,Laptop,19,891.26,2023-11-03
4825,Monitor,12,137.63,2023-03-16
4826,Impresora,15,91.8,2023-05-26
4827,Monitor,14,242.95,2023-03-24
4828,Tablet,17,315.74,2023-07-05
4829,Teléfono,2,537.15,2023-04-26
4830,Mouse,19,17.37,2023-06-23
4831,Monitor,9,163.54,2023-02-25
4832,Teléfono,5,597.12,2023-04-28
4833,Mouse,10,15.9,2023-03-31
4834,Monitor,1,346.71,2023-03-05
4835,Tablet,10,235.06,2023-10-01
4836,Monitor,19,341.79,2023-11-22
4837,Teléfono,13,579.38,2023-10-25
4838,Tablet,10,351.08,2023-09-28
4839,Tablet,2,371.67,2023-05-16
4840,Tablet,3,244.04,2023-07-02
4841,Tablet,3,405.37,2023-02-19
4842,Mouse,12,22.2,2023-04-05
4843,Monitor,17,353.94,2023-01-28
4844,Mouse,13,22.46,2023-06-10
4845,Monitor,18,260.16,2023-11-22
4846,Tablet,1,314.46,2023-05-30
4847,Impresora,19,101.99,2023-07-14
4848,Impresora,6,249.45,2023-03-05
4849,Impresora,11,117.5,2023-10-25
4850,Mouse,9,20.93,2023-11-24
4851,Impresora,14,99.08,2023-09-30
4852,Teléfono,9,781.49,2023-11-22
4853,Impresora,11,124.91,2023-06-23
4854,Tablet,4,349.36,2023-08-03
4855,Monitor,2,200.41,2023-07-20
4856,Impresora,9,220.47,2023-07-09
4857,Tablet,17,400.71,2023-02-19
4858,Teclado,20,41.18,2023-05-09
4859,Impresora,4,248.8,2023-06-28
4860,Laptop,18,1493.66,2023-09-15
4861,Laptop,18,1246.92,2023-06-10
4862,Impresora,19,125.95,2023-04-02
4863,Teclado,14,36.93,2023-11-02
4864,Teléfono,4,408.77,2023-06-29
4865,Monitor,5,274.18,2023-03-31
4866,Monitor,15,271.58,2023-04-05
4867,Teléfono,3,371.35,2023-09-15
4868,Impresora,17,244.8,2023-06-20
4869,Mouse,11,18.48,2023-08-05
4870,Impresora,5,99.14,2023-02-10
4871,Mouse,12,16.81,2023-11-05
4872,Monitor,19,196.21,2023-08-03
4873,Teclado,15,39.71,2023-09-09
4874,Impresora,1,214.95,2023-09-10
4875,Tablet,15,166.43,2023-05-14
4876,Impresora,2,237.34,2023-07-23
4877,Monitor,18,399.42,2023-06-26
4878,Monitor,7,385.61,2023-09-12
4879,Teclado,16,34.7,2023-10-06
4880,Teclado,15,36.42,2023-08-20
4881,Laptop,17,1425.62,2023-06-09
4882,Monitor,5,383.54,2023-01-21
4883,Mouse,4,14.21,2023-04-25
4884,Teléfono,5,425.48,2023-10-01
4885,Mouse,1,28.96,2023-06-03
4886,Monitor,7,303.75,2023-07-15
4887,Impresora,10,178.74,2023-02-22
4888,Teléfono,20,252.93,2023-07-16
4889,Monitor,13,333.65,2023-04-11
4890,Impresora,18,95.65,2023-11-18
4891,Impresora,13,199.19,2023-05-13
4892,Tablet,2,408.85,2023-09-29
4893,Teclado,9,29.04,2023-07-03
4894,Teclado,10,31.73,2023-10-10
4895,Teclado,11,40.13,2023-08-08
4896,Teléfono,14,791.26,2023-01-23
4897,Mouse,7,26.4,2023-01-05
4898,Impresora,2,209.7,2023-09-24
4899,Laptop,1,859.55,2023-12-31
4900,Laptop,2,1149.47,2023-07-09
4901,Mouse,1,13.73,2023-07-31
4902,Laptop,19,1239.71,2023-09-18
4903,Impresora,18,227.75,2023-04-21
4904,Teléfono,7,526.61,2023-02-23
4905,Teléfono,2,229.01,2023-03-21
4906,Tablet,9,435.37,2023-09-14
4907,Tablet,16,472.72,2023-01-16
4908,Monitor,19,343.46,2023-06-17
4909,Monitor,17,333.96,2023-05-10
4910,Laptop,20,912.8,2023-12-31
4911,Impresora,6,185.59,2023-09-14
4912,Mouse,10,22.28,2023-03-25
4913,Monitor,10,379.75,2023-01-12
4914,Teclado,3,38.52,2023-01-26
4915,Laptop,3,1470.07,2023-03-01
4916,Impresora,12,177.71,2023-12-07
4917,Teclado,16,35.73,2023-07-17
4918,Tablet,18,250.99,2023-08-05
4919,Impresora,18,99.54,2023-12-15
4920,Mouse,5,29.77,2023-09-03
4921,Monitor,15,375.74,2023-01-28
4922,Laptop,14,1480.78,2023-01-09
4923,Tablet,17,237.04,2023-05-28
4924,Teclado,7,22.43,2023-03-09
4925,Mouse,10,18.22,2023-12-01
4926,Teléfono,13,314.87,2023-01-24
4927,Mouse,17,27.99,2023-02-19
4928,Laptop,2,1210.03,2023-01-06
4929,Impresora,10,91.33,2023-08-30
4930,Mouse,12,13.39,2023-01-08
4931,Tablet,7,287.97,2023-12-05
4932,Teclado,15,23.5,2023-04-07
4933,Teléfono,11,433.22,2023-04-07
4934,Tablet,2,398.96,2023-04-22
4935,Laptop,1,973.88,2023-10-17
4936,Teléfono,6,570.84,2023-11-22
4937,Teclado,3,39.13,2023-04-13
4938,Impresora,19,162.49,2023-03-29
4939,Teléfono,11,245.43,2023-11-13
4940,Monitor,14,168.72,2023-04-16
4941,Monitor,2,256.93,2023-03-05
4942,Monitor,15,206.66,2023-10-28
4943,Laptop,11,1160.57,2023-09-28
4944,Mouse,1,20.24,2023-01-02
4945,Teclado,2,48.12,2023-07-25
4946,Mouse,11,28.81,2023-12-03
4947,Monitor,17,132.27,2023-10-18
4948,Laptop,3,750.17,2023-04-21
4949,Mouse,12,24.58,2023-03-30
4950,Impresora,5,124.73,2023-09-14
4951,Laptop,12,868.62,2023-07-28
4952,Impresora,1,80.71,2023-03-26
4953,Teclado,11,45.51,2023-08-24
4954,Teléfono,18,333.5,2023-11-10
4955,Teclado,11,16.37,2023-01-14
4956,Mouse,9,27.18,2023-10-01
4957,Teléfono,5,773.27,2023-12-07
4958,Impresora,19,114.58,2023-10-04
4959,Teclado,14,39.97,2023-07-09
4960,Laptop,4,1127.45,2023-01-26
4961,Teléfono,3,426.52,2023-05-21
4962,Teclado,18,37.62,2023-06-04
4963,Teclado,7,21.09,2023-12-20
4964,Mouse,5,17.74,2023-03-14
4965,Tablet,10,439.64,2023-02-11
4966,Teclado,7,20.35,2023-05-14
4967,Mouse,10,16.27,2023-03-29
4968,Laptop,1,1299.66,2023-12-01
4969,Mouse,9,25.84,2023-07-10
4970,Laptop,12,1263.52,2023-10-16
4971,Monitor,19,391.96,2023-03-06
4972,Monitor,16,257.61,2023-05-24
4973,Tablet,10,216.7,2023-10-20
4974,Monitor,14,325.37,2023-02-13
4975,Mouse,10,13.91,2023-01-05
4976,Laptop,9,1014.79,2023-02-23
4977,Tablet,5,406.9,2023-07-17
4978,Tablet,7,445.93,2023-10-07
4979,Mouse,19,14.84,2023-03-06
4980,Laptop,8,1026.06,2023-03-14
4981,Teclado,6,30.45,2023-04-24
4982,Tablet,2,452.47,2023-12-23
4983,Teléfono,7,708.98,2023-10-06
4984,Monitor,9,278.59,2023-05-25
4985,Tablet,1,237.59,2023-10-05
4986,Tablet,14,253.83,2023-04-01
4987,Tablet,1,465.44,2023-03-02
4988,Mouse,9,29.12,2023-01-25
4989,Laptop,17,934.14,2023-03-10
4990,Tablet,14,374.58,2023-07-08
4991,Monitor,19,129.49,2023-01-14
4992,Teclado,6,49.65,2023-03-10
4993,Teclado,13,30.71,2023-03-27
4994,Teclado,13,29.65,2023-05-07
4995,Monitor,16,161.94,2023-01-12
4996,Teléfono,3,408.62,2023-05-22
4997,Tablet,7,407.77,2023-07-16
4998,Laptop,8,905.96,2023-11-16
4999,Monitor,16,325.0,2023-10-07
5000,Teléfono,15,551.07,2023-08-23
5001,Impresora,20,229.41,2023-01-25
5002,Tablet,19,386.83,2023-02-03
5003,Impresora,15,137.91,2023-06-01
5004,Laptop,12,983.58,2023-04-09
5005,Mouse,13,25.69,2023-09-29
5006,Laptop,4,893.07,2023-11-14
5007,Mouse,1,14.23,2023-09-27
5008,Laptop,5,1449.86,2023-03-27
